09:21:27.724 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 11324 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:21:30.121 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/music/*'], []
09:21:30.121 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/plugins/*'], []
09:21:30.143 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5fde1d64, org.springframework.security.web.context.SecurityContextPersistenceFilter@7ec13984, org.springframework.security.web.header.HeaderWriterFilter@7e8f23ad, org.springframework.security.web.authentication.logout.LogoutFilter@2bfa17b0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@625264ed, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59fea5f5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@42cc420b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5350ab17, org.springframework.security.web.session.SessionManagementFilter@5d221b20, org.springframework.security.web.access.ExceptionTranslationFilter@38022758, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1e471884]
09:21:30.208 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
09:21:30.267 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
09:21:30.270 logback [main] INFO  com.hyf.HyfApplication - Started HyfApplication in 2.927 seconds (JVM running for 3.656)
09:21:34.736 logback [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:21:34.736 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
09:21:34.742 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
09:21:35.362 logback [http-nio-8080-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:21:35.425 logback [http-nio-8080-exec-10] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:21:56.264 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 12752 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:21:56.267 logback [main] INFO  com.hyf.HyfApplication - No active profile set, falling back to default profiles: default
09:21:57.038 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
09:21:57.040 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
09:21:57.067 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16ms. Found 0 Redis repository interfaces.
09:21:57.363 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.hyf.config.RedisConfig$$EnhancerBySpringCGLIB$$d5cafd4a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:21:57.563 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
09:21:57.577 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
09:21:57.587 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
09:21:57.587 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
09:21:57.693 logback [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
09:21:57.694 logback [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1385 ms
09:21:58.358 logback [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
09:21:58.424 logback [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
09:21:58.694 logback [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: cff43d16-19d2-4c2b-a523-900988c54cda

09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/js/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/css/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/emoji/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/img/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/languages/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/lib/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/love/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/music/*'], []
09:21:58.733 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/plugins/*'], []
09:21:58.756 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2109a691, org.springframework.security.web.context.SecurityContextPersistenceFilter@26d028f7, org.springframework.security.web.header.HeaderWriterFilter@14485747, org.springframework.security.web.authentication.logout.LogoutFilter@18989e0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2a120c88, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@782cc5fa, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5d84e363, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@e521067, org.springframework.security.web.session.SessionManagementFilter@78eafad, org.springframework.security.web.access.ExceptionTranslationFilter@79d4ff58, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5fde1d64]
09:21:58.811 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
09:21:58.869 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
09:21:58.873 logback [main] INFO  com.hyf.HyfApplication - Started HyfApplication in 3.003 seconds (JVM running for 3.659)
09:22:02.933 logback [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:22:02.934 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
09:22:02.940 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
09:22:03.517 logback [http-nio-8080-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:22:03.583 logback [http-nio-8080-exec-9] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:22:21.984 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 11304 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:22:21.987 logback [main] INFO  com.hyf.HyfApplication - No active profile set, falling back to default profiles: default
09:22:22.749 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
09:22:22.751 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
09:22:22.780 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 Redis repository interfaces.
09:22:23.147 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.hyf.config.RedisConfig$$EnhancerBySpringCGLIB$$843126a6] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:22:23.401 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
09:22:23.417 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
09:22:23.429 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
09:22:23.429 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
09:22:23.538 logback [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
09:22:23.538 logback [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1511 ms
09:22:24.333 logback [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
09:22:24.403 logback [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
09:22:24.759 logback [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: a54364a4-e58a-45ee-9e3a-6ab6b1e119ed

09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/js/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/css/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/emoji/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/img/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/languages/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/lib/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/love/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/music/*'], []
09:22:24.806 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/plugins/*'], []
09:22:24.834 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@11bfd751, org.springframework.security.web.context.SecurityContextPersistenceFilter@431babe6, org.springframework.security.web.header.HeaderWriterFilter@3006bfb, org.springframework.security.web.authentication.logout.LogoutFilter@5a7e81, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4045fd1f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5072e638, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3dc55719, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@29519337, org.springframework.security.web.session.SessionManagementFilter@5402612e, org.springframework.security.web.access.ExceptionTranslationFilter@7b3c0ecb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@12be4f83]
09:22:24.933 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
09:22:25.019 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
09:22:25.025 logback [main] INFO  com.hyf.HyfApplication - Started HyfApplication in 3.561 seconds (JVM running for 4.583)
09:22:29.443 logback [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:22:29.443 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
09:22:29.450 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
09:22:29.970 logback [http-nio-8080-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:22:30.034 logback [http-nio-8080-exec-9] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:24:24.357 logback [Thread-2] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
09:24:24.370 logback [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
09:24:24.376 logback [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
09:24:28.357 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 6452 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:24:28.359 logback [main] INFO  com.hyf.HyfApplication - No active profile set, falling back to default profiles: default
09:24:29.106 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
09:24:29.117 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
09:24:29.145 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 Redis repository interfaces.
09:24:29.470 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.hyf.config.RedisConfig$$EnhancerBySpringCGLIB$$9a19b200] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:24:29.707 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
09:24:29.723 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
09:24:29.737 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
09:24:29.737 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
09:24:29.845 logback [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
09:24:29.846 logback [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1446 ms
09:24:30.523 logback [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
09:24:30.583 logback [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
09:24:30.865 logback [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 3ed2daf6-0dc0-4162-a1e2-1b379062c917

09:24:30.902 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/js/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/css/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/emoji/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/img/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/languages/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/lib/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/love/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/music/*'], []
09:24:30.903 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/plugins/*'], []
09:24:30.926 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7198ab9a, org.springframework.security.web.context.SecurityContextPersistenceFilter@20027c44, org.springframework.security.web.header.HeaderWriterFilter@71b0289b, org.springframework.security.web.authentication.logout.LogoutFilter@5c8b10b4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1410d645, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5d84e363, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@625264ed, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@67d5ac2f, org.springframework.security.web.session.SessionManagementFilter@563172d3, org.springframework.security.web.access.ExceptionTranslationFilter@ae3c140, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3b362f1]
09:24:30.984 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
09:24:31.044 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
09:24:31.047 logback [main] INFO  com.hyf.HyfApplication - Started HyfApplication in 3.061 seconds (JVM running for 3.792)
09:24:35.370 logback [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:24:35.370 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
09:24:35.377 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
09:24:35.883 logback [http-nio-8080-exec-5] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:24:35.943 logback [http-nio-8080-exec-10] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:24:55.789 logback [http-nio-8080-exec-6] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:24:57.730 logback [http-nio-8080-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:25:58.614 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 4460 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:25:58.617 logback [main] INFO  com.hyf.HyfApplication - No active profile set, falling back to default profiles: default
09:25:59.337 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
09:25:59.339 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
09:25:59.365 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 15ms. Found 0 Redis repository interfaces.
09:25:59.663 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.hyf.config.RedisConfig$$EnhancerBySpringCGLIB$$7556d6e5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:25:59.875 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
09:25:59.889 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
09:25:59.899 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
09:25:59.900 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
09:26:00.001 logback [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
09:26:00.001 logback [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1356 ms
09:26:00.685 logback [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
09:26:00.750 logback [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
09:26:01.025 logback [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 55fe7040-f219-4d25-a443-8b2532af93b4

09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/js/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/css/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/emoji/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/img/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/languages/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/lib/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/love/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/music/*'], []
09:26:01.063 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/plugins/*'], []
09:26:01.085 logback [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4cc26df, org.springframework.security.web.context.SecurityContextPersistenceFilter@41d20f06, org.springframework.security.web.header.HeaderWriterFilter@5834198f, org.springframework.security.web.authentication.logout.LogoutFilter@5d84e363, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3ef0e576, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1573e8a5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@78eafad, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7848321e, org.springframework.security.web.session.SessionManagementFilter@402d6012, org.springframework.security.web.access.ExceptionTranslationFilter@53dba9cd, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@40bf0e15]
09:26:01.145 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
09:26:01.206 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
09:26:01.209 logback [main] INFO  com.hyf.HyfApplication - Started HyfApplication in 2.976 seconds (JVM running for 3.795)
09:26:04.443 logback [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:26:04.444 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
09:26:04.450 logback [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
09:26:05.030 logback [http-nio-8080-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:26:05.081 logback [http-nio-8080-exec-9] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:26:07.950 logback [http-nio-8080-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' not supported]
09:30:30.152 logback [main] INFO  com.hyf.HyfApplication - Starting HyfApplication on DESKTOP-GI79H27 with PID 12040 (C:\Users\huyue\Desktop\Code\MyBlog\target\classes started by huyue in C:\Users\huyue\Desktop\Code\MyBlog)
09:30:30.157 logback [main] INFO  com.hyf.HyfApplication - No active profile set, falling back to default profiles: default
09:30:30.999 logback [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
